chromosome geneName geneId transId transLenTrue Ps piS Ss_p Pn piN Sn_p Ds kS Ss_d Dn kN Sn_d DoS alphaMK
2L Bsg25A FBgn0000227 FBtr0077423 1352 57 0.0390342156618642 245.069329166667 39 0.00358366129650531 843.930595833332 22 0.0902564102564101 243.75 8 0.00946465542738836 845.249999999999 0.0108230771917826 -0.881578947368421
X btd FBgn0000233 FBtr0071379 2934 104 0.0242744627484646 471.923703833332 26 0.000364243028494375 1460.07629616667 14 0.0296505471231911 472.166666666665 4 0.00274003881721657 1459.83333333333 0.06981031167297 125
2L bur FBgn0000239 FBtr0301342 2915 11 0.0033650398390404 497.066833333332 5 4.75281039444772e-05 1551.93316666667 51 0.102839858847253 495.916666666665 6 0.00386328271717551 1553.08333333334 0.0222785225762466 -2.86363636363636
3R by FBgn0000244 FBtr0082119 2993 19 0.00149116636808124 548.835095666666 26 0.00088043973581553 1611.16490433334 37 0.0675593426658552 547.666666666666 11 0.00682241058507337 1612.33333333334 -0.2795204138934 -3.60287081339713
2L capu FBgn0000256 FBtr0290078 4537 239 0.0263667227812914 993.349470166674 142 0.00291471578504788 3089.65052983332 46 0.0471493061360973 996.83333333334 35 0.0113409299562565 3086.16666666665 0.0943529988369513 0.219127316198446
3R Cp190 FBgn0000283 FBtr0083126 4114 92 0.0119097754341037 732.372265333338 54 0.00137941901418438 2555.61280966666 63 0.0860655737704913 732.000000000004 27 0.0105633802816902 2556 0.00551894897481661 -0.369565217391305
2L Cf2 FBgn0000286 FBtr0089649 3763 43 0.0109302415180035 354.833333333333 14 0.00044961683646474 1175.16666666667 16 0.0451021846370684 354.75 5 0.00425441395447777 1175.25 0.046687590704029 -0.0418604651162791
2L salr FBgn0000287 FBtr0080235 4142 176 0.027311062577018 879.186233208339 94 0.00150471994992587 2921.81376679165 42 0.0478632478632476 877.500000000005 12 0.00410466906105697 2923.49999999999 0.0267660711646382 -0.869318181818182
2R cg FBgn0000289 FBtr0290035 4478 43 0.00822840166562433 581.654333333333 8 0.000395210147288375 1893.34566666668 32 0.0549670770111652 582.166666666667 4 0.00211323412873117 1892.83333333334 -0.00880672246779684 -0.488372093023256
2L chic FBgn0000308 FBtr0079233 1005 6 0.00543033050592777 91.33 0 0 286.67 0 0 91.3333333333333 1 0.00348837209302326 286.666666666667 1 1
2L ck FBgn0000317 FBtr0080723 7241 344 0.0382854029099299 1526.73666666666 19 0.000291521460257425 4974.26333333333 101 0.0662874644497927 1523.66666666666 2 0.000401821591213502 4977.33333333333 -0.0015316075040406 -1.78924418604651
X Chc FBgn0000319 FBtr0074179 5696 164 0.0120035505965026 1173.54433333334 3 7.77315920683717e-06 3860.45566666664 72 0.0613985218874359 1172.66666666667 2 0.000517955801104976 3861.33333333331 0.00771824254885854 0.341463414634146
X cm FBgn0000330 FBtr0071033 1469 72 0.0256807055786512 305.681166666667 4 4.2594135520769e-05 939.318833333332 23 0.0754510661563696 304.833333333333 2 0.00212728239673817 940.166666666665 0.0257652256482546 0.361111111111111
2L cni FBgn0000339 FBtr0080848 811 14 0.0168637140902344 103.1675 0 0 328.8325 9 0.0868167202572348 103.666666666667 1 0.00304568527918782 328.333333333333 0.0338927637314734 1
2L cort FBgn0000351 FBtr0079320 1655 39 0.0203985816783143 332.721333333333 14 0.000602402317355917 1116.27866666667 30 0.0903387703889587 332.083333333333 6 0.0053719316570917 1116.91666666667 0.0274422799942739 -0.794871794871795
2R cos FBgn0000352 FBtr0089015 4763 75 0.0086476454331153 849.67960066667 60 0.00108270167462798 2753.32039933333 85 0.099862933228901 851.166666666671 31 0.0112652171279753 2751.83333333333 -0.00989920316863031 -1.19354838709677
3L Cp15 FBgn0000355 FBtr0076572 515 13 0.0156781269668728 98.6591666666667 4 0.000162427652911084 246.340833333333 8 0.0809443507588533 98.8333333333333 7 0.028436018957346 246.166666666667 0.249719783759561 0.648351648351648
3L Cp16 FBgn0000356 FBtr0076574 522 22 0.0227761907188734 114.9945 9 0.000885464824070794 299.0055 4 0.0348710497638939 114.708333333333 10 0.0367995539448007 298.916666666667 0.476032010951911 0.836363636363636
3L Cp19 FBgn0000358 FBtr0076573 651 18 0.0173521475125934 139.208166666667 10 0.000842226078279612 379.791833333334 11 0.0862275449101796 139.166666666667 2 0.00526546731022378 379.833333333334 0.0112600173671525 -2.05555555555556
X Cp36 FBgn0000359 FBtr0071203 1116 37 0.0180885896518194 219.335166666667 11 0.000503997254130295 632.664833333333 10 0.0455235204855842 219.666666666667 1 0.00158144438587243 632.333333333333 0.00646534464995366 -1.97297297297297
2L crc FBgn0000370 FBtr0081512 1905 7 0.00389891374007772 258.742362500001 19 0.00207621533569743 884.257637499998 26 0.1015625 256.000000000001 31 0.0349492671927847 886.999999999998 -0.0914597145933699 -1.27649769585253
X crm FBgn0000376 FBtr0070495 3837 145 0.0235923705343567 706.923520000003 55 0.00154943177164422 2239.07648 58 0.0817957456810433 709.083333333336 51 0.0232462839473978 2236.91666666667 0.15967688337192 0.568627450980392
2L cta FBgn0000384 FBtr0111126 2156 5 0.00178795906287181 315998 8 0.000219166235924027 1055002 24 0.0760596857256041 315.541666666667 9 0.00852710118037189 1055.45833333333 -0.00838519486381488 -3.26666666666667
2L cup FBgn0000392 FBtr0290322 4002 70 0.0095936950394221 731.251310833335 57 0.00108813939494044 2619.74868916666 90 0.12416145537237 732.916666666669 36 0.0141324760479995 2618.08333333333 0.000323371107909962 -1.03571428571429
2R cv-2 FBgn0000395 FBtr0071610 4329 104 0.0278152140850503 528.731375333331 37 0.00138613794861513 1724.26862466667 33 0.0624310263282361 528.583333333331 5 0.00289953124244912 1724.41666666667 -0.00308581390894504 -1.34807692307692
2R CycB FBgn0000405 FBtr0071911 2633 47 0.014130894999304 391.453999999999 22 0.000467627165186375 1198546 18 0.0459378987664824 391.833333333333 8 0.00667686743636111 1198.16666666667 0.0948685185539052 -0.0531914893617023
3L D FBgn0000411 FBtr0075746 2935 31 0.0132803398125652 282.6380605 8 0.000252470163627997 863.329302499999 14 0.0495283018867924 282.666666666667 1 0.00115830115830116 863.333333333332 0.00419606288050317 -2.61290322580645
X dec-1 FBgn0000427 FBtr0071145 5696 208 0.0219175114425283 1040.90070100001 198 0.00359399278271368 3729.09929899997 72 0.0692196763339204 1040.16666666667 56 0.0155502926851067 3729.83333333331 0.0425637194234162 -0.223901098901099
3R Dfd FBgn0000439 FBtr0081621 2739 10 0.00264766360207866 405.441797333332 13 0.000523307915437223 1352.55820266667 36 0.0888888888888893 404.999999999998 5 0.00369549150036954 1353 -0.125115935632244 -8.36
2R Hr46 FBgn0000448 FBtr0302438 6385 82 0.0221043214116565 632.118500000001 41 0.00124079719666744 1989.88150000001 18 0.0284810126582278 632.000000000001 7 0.00351758793969847 1990.00000000001 0.0567792530222345 -0.285714285714286
3L dib FBgn0000449 FBtr0073205 1975 90 0.0333138206466602 364.209471 51 0.00345533720771497 1102.790001 23 0.0628916486270936 365.708333333333 6 0.00544814800802089 1101.29166666667 -0.0142523376281792 -1.17222222222222
3L ect FBgn0000451 FBtr0076305 2103 77 0.0262147771508513 404.407501999999 46 0.00212828142802836 1338.592498 15 0.0370522848909017 404.833333333333 5 0.00373645534935857 1338.16666666667 0.0165150277339508 -0.792207792207792
X disco FBgn0000459 FBtr0074250 3247 97 0.0291172688248591 387.546833333332 22 0.000454934112419526 1316.45316666667 23 0.0593420769726942 387.583333333332 4 0.00303855162372602 1316.41666666667 0.0333260165055832 -0.304123711340206
3R Dl FBgn0000463 FBtr0083739 5278 98 0.0217968439234548 574.700999999999 15 0.000611291300332828 1924.29900000001 27 0.0469429150970734 575.166666666665 6 0.00311877328250887 1923.83333333334 0.0350187209563529 0.311224489795918
2L Lar FBgn0000464 FBtr0331239 8424 152 0.0130085816641191 1488.41666666666 18 0.00017128287117227 4607.58333333332 77 0.051692307692308 1489.58333333333 2 0.000434176963293957 4606.41666666666 -0.00466650223460212 -3.55921052631579
3R DNaseII FBgn0000477 FBtr0083538 1228 61 0.0341325064920632 255.627974166667 30 0.00320040479952532 842.372025833332 22 0.0859374999999998 256.000000000001 13 0.0154394299287411 841.999999999999 0.0665711748952263 0.167717528373266
X dnc FBgn0000479 FBtr0070519 11128 52 0.00911711126390775 709.651793333335 23 0.000583187576240945 2239.34820666667 39 0.0548844845783979 710.583333333335 3 0.0013402330516362 2238.41666666667 -0.0362834990498459 -4.75
X dor FBgn0000482 FBtr0070269 3161 87 0.0157821408831898 715.198483333336 38 0.000626762275271377 2290.80151666667 58 0.0812324929971985 714.000000000003 10 0.00436300174520069 2292 0.0127758533317581 -1.53333333333333
3R Dr FBgn0000492 FBtr0085441 2552 53 0.0136681944795876 382.301833333333 14 0.000290951947871122 1162.69816666667 24 0.0628272251308901 381.999999999999 1 0.000859845227858986 1163 -0.00734200887229479 -5.33962264150943
X dx FBgn0000524 FBtr0070914 3828 135 0.0295812132463414 509.227798333332 25 0.000422554195680856 1704.77220166667 35 0.0687397708674307 509.166666666665 3 0.00175970280574836 1704.83333333334 0.0108771385851498 -1.16049382716049
3R e FBgn0000527 FBtr0084106 3142 138 0.0186033387604507 645.436271666668 34 0.000793137727430104 1991.56372833334 87 0.135040745052386 644.250000000001 5 0.00250909547108266 1992.75000000001 -0.0226494597796675 -3.28695652173913
2L bsh FBgn0000529 FBtr0089320 2012 34 0.0173453783800453 314.590333333333 20 0.00186382034977495 972.409666666664 14 0.0445859872611465 314 2 0.00205549845837616 972.999999999997 -0.0529573151917943 -3.11764705882353
X eas FBgn0000536 FBtr0308618 2442 1 0.000100697773516565 99.3333333333333 5 0.00038609481561953 350.666666666667 0 0 100 2 0.00571428571428571 350 0.206859709379044 1
X ec FBgn0000542 FBtr0112801 6863 19 0.00144265057305346 1247.262535 9 0.000244025221976032 3990.73746499996 1 0.000802031813928619 1246.83333333333 2 0.000501106610431374 3991.16666666663 0.239860079279184 0.763157894736842
2L ed FBgn0000547 FBtr0077465 5065 238 0.0334067597824013 964.178148333339 41 0.000650461550078157 3031.82185166665 64 0.0675266210717683 962.583333333339 8 0.00296695145737756 3033.41666666665 0.0229891763262432 -0.378151260504202
3R Edg84A FBgn0000552 FBtr0081688 622 6 0.00462473955851835 146.399666666667 11 0.00215352863686031 417.600333333334 18 0.122657580919932 146.75 13 0.0311563810665069 417.25 -0.11515188302343 -1.53846153846154
3L eg FBgn0000560 FBtr0078437 1503 7 0.00185395444685712 278.417690963834 7 0.00036376564241751 840.582309036165 28 0.107719928186714 278.500000000001 7 0.00951814396192745 840.499999999998 -0.0828403916918974 -3
2R egl FBgn0000562 FBtr0114586 4428 129 0.01802775468041 687.460906666669 27 0.000358529222852519 2324.53909333334 50 0.0728508984944146 686.333333333335 9 0.0038698581052028 2325.66666666667 0.0309410032176678 -0.162790697674419
3L Eip74EF FBgn0000567 FBtr0075202 6012 27 0.00708873853823067 604.28325 19 0.000779078336615477 1882.71675000001 8 0.0132541764462239 603.583333333333 3 0.00159284987389938 1883.41666666668 0.00826319753731604 -0.876543209876543
3L Eip75B FBgn0000568 FBtr0075150 6077 29 0.00430599957572271 945.385516666673 23 0.000408949278132255 3119.61448333332 5 0.00528913963328628 945.33333333334 1 0.000320547066994339 3119.66666666665 -0.0295929101759662 -2.96551724137931
3R ems FBgn0000576 FBtr0082863 2478 70 0.0216232282314636 357.219475999999 28 0.00142970561972068 1124.780524 25 0.0701590271281574 356.333333333332 2 0.00177672490376073 1125.66666666667 -0.0373196060449196 -4
2R en FBgn0000577 FBtr0088095 2792 50 0.014694596868941 392.758259333332 14 0.000568760494660569 1263.24174066667 27 0.0687460216422663 392.749999999999 1 0.000791608945181079 1263.25 -0.0258792386498181 -6.56
2R exu FBgn0000615 FBtr0086242 2320 28 0.00522077935554821 390.518999999999 9 0.000130220132526496 1205481 39 0.104948805460751 390.666666666666 41 0.0340154867256638 1205.33333333333 0.220442947906349 0.694250871080139
3L eyg FBgn0000625 FBtr0075979 2691 82 0.0178727047554503 519.928089166664 46 0.000613933727739259 1490.07191083334 29 0.0557781695784583 519.916666666664 6 0.0040266204350987 1490.08333333334 0.0341198044234519 -1.71138211382114
X Fas2 FBgn0000635 FBtr0070665 3439 120 0.0213480168891321 647.749016666666 10 6.27879825485905e-05 1971.25098333334 42 0.0648314895806535 647.833333333333 6 0.0030438826414137 1971.16666666667 0.0419126332836466 0.416666666666667
X fog FBgn0000719 FBtr0077342 4647 43 0.00656409292180676 526.381119166665 62 0.00284753538415064 1663.06242883334 30 0.0568450971103744 527.749999999999 49 0.0294781170100766 1662.25000000001 0.0389303772620483 0.117228286663503
X gd FBgn0000808 FBtr0332309 1923 94 0.0348392506847791 375.961031 53 0.00187060541412372 1217.038969 23 0.0613333333333334 375 6 0.00492610837438424 1218 0.0233892673649077 -1.1613475177305
X png FBgn0000826 FBtr0070234 1114 15 0.00396817514999169 214.642342666667 11 0.000566403630892176 658.357657333333 25 0.115964437572478 215.583333333334 5 0.00760552668272278 657.416666666667 -0.0633593172675407 -2.66666666666667
2R dup FBgn0000996 FBtr0087387 3138 49 0.00772752932953684 522.552645690998 41 0.00233514169574692 1706.44735430901 44 0.0843315764254914 521.749999999998 15 0.00878605945233559 1707.25000000001 -0.137705418366832 -1.45442176870748
2L ft FBgn0001075 FBtr0077478 16852 1025 0.0418434173188954 3765.28364470842 370 0.00183768657888814 11675.7013552915 322 0.0853903781131887 3770.91666666676 34 0.00291343249476943 11670.0833333332 -0.00907723430777666 -2.41865136298422
3R ftz FBgn0001077 FBtr0081625 1774 15 0.00645936819244424 297.713166666666 14 0.00077195180467912 932.286833333331 23 0.0773976444195177 297.166666666667 9 0.00964802572806863 932.833333333331 0.00408750241252413 -1.38518518518519
3L ftz-f1 FBgn0001078 FBtr0304627 5910 9 0.000486833588214454 552.163333333332 3 8.59025433972469e-05 1856.83666666668 3 0.00542659029243294 552.833333333332 3 0.0016162341743737 1856.16666666668 0.0795003994297024 0.666666666666667
X fw FBgn0001083 FBtr0073580 4698 202 0.033310446505049 859.929183333337 37 0.000421880518638017 2662.07081666666 61 0.0707383069192111 862.333333333337 6 0.00225592179471112 2659.66666666666 0.0183987690543466 -0.862211221122112
2L fy FBgn0001084 FBtr0079712 1688 50 0.0201890452571351 301.876333333333 31 0.00187464125258019 946.123666666665 43 0.146382034932077 300.583333333333 2 0.00211100360629783 947.416666666665 -0.0707488268802943 -12.33
2L fzy FBgn0001086 FBtr0080833 1996 56 0.0189820540633553 372.682139166666 13 0.000145732513874724 1205.31786083333 20 0.0536912751677853 372.499999999999 2 0.00165906262961427 1205.5 0.0223549576929328 -1.32142857142857
X g FBgn0001087 FBtr0073842 3853 159 0.0267853360444034 726.12500287867 66 0.00148525166350057 2375.87492212134 38 0.0522456461961501 727.333333333337 8 0.00336889387984278 2374.66666666667 0.00803878241962934 -0.971698113207547
X bnb FBgn0001090 FBtr0074656 2406 56 0.0196051460894408 320.578964333333 53 0.00191667692388381 1005.42103566666 10 0.0312174817898023 320.333333333333 8 0.00795492210805438 1005.66666666666 0.114017278820272 -0.183035714285714
2L Got2 FBgn0001125 FBtr0077868 1560 75 0.039917909427445 304.562183333333 13 0.000737355508961969 988.437816666664 10 0.0328317373461012 304.583333333333 7 0.00708203355534948 988.416666666664 0.159296558941576 0.752380952380952
2R grau FBgn0001133 FBtr0071548 1894 69 0.0268734884993294 360.670318333333 12 0.000439225534030463 1349.32968166667 24 0.0668368530981668 359.083333333333 6 0.00444142865955215 1350.91666666667 0.0462297491923784 0.304347826086957
2L grk FBgn0001137 FBtr0079708 1718 25 0.0147470886546178 205.564833333334 14 0.00111208758971236 679.435166666666 17 0.0828258221680876 205.25 5 0.00735564545788893 679.75 0.0114422761733912 -904
2L Gs1 FBgn0001142 FBtr0078114 2176 10 0.00162896932295629 293335 3 0.000189996199686249 903.664999999998 31 0.109401709401709 292.5 4 0.00442233278054174 904.499999999998 -0.0656005256930513 -1325
X Gs2 FBgn0001145 FBtr0073494 1906 60 0.0311356852371062 261316 1 1.18275483762879e-05 845.683999999999 19 0.0765062161300605 261.416666666667 7 0.00946932333793649 844.833333333332 0.10976001048109 0.954761904761905
2R gsb-n FBgn0001147 FBtr0072461 2237 13 0.00272770772765081 340.334999999999 4 5.15375603612506e-05 1006665 33 0.0969875091844234 340.249999999999 4 0.0039731810280606 1006.75 0.0208100177141862 -1.53846153846154
2R gsb FBgn0001148 FBtr0072444 1649 15 0.00374398324746297 320.993666666667 8 0.000143010406075657 960.006333333331 34 0.105617395806368 321.916666666667 8 0.00834129811451909 959.083333333332 0.0364037681573493 -1.26666666666667
X gt FBgn0001150 FBtr0070460 1780 34 0.00937275555062908 318.7725 19 0.000890048088675024 1025.2275 23 0.0724029380902413 317.666666666667 11 0.0107413133696802 1024.08333333333 0.0424632599525701 -0.168449197860963
3L h FBgn0001168 FBtr0076569 2139 37 0.0220538795837314 234.164166666667 10 0.000172075278711251 776.835833333332 12 0.0512091038406827 234.333333333334 1 0.00128755364806867 776.666666666666 0.0167843057978735 -2.24324324324324
3R H FBgn0001169 FBtr0083914 5919 86 0.011745169270565 814.873500833335 75 0.00195865436307396 2416.12649916666 48 0.0590587511534911 812.750000000002 19 0.00785692132740618 2418.25 -0.0255123173875683 -1.203182374541
3R hb FBgn0001180 FBtr0081950 3181 22 0.00366146613904927 509.566999999998 17 0.000937064397893474 1764.43300000001 46 0.0901224489795922 510.416666666665 2 0.00113405471814015 1763.58333333334 -0.191347636062766 -16.7727272727273
X hfw FBgn0001189 FBtr0070270 2540 55 0.0135390753803208 438.159499999999 28 0.00125548552529839 1394.8405 34 0.0775075987841947 438.666666666665 13 0.00932345206789385 1394.33333333333 0.0225133411424456 -0.331468531468532
2L hk FBgn0001202 FBtr0081180 2317 36 0.00807232715366885 464.953666666665 16 0.000677285196435527 1572.04633333334 66 0.141352846689274 466.916666666665 1 0.000636908868955999 1570.08333333334 -0.0729218544863514 -28.3333333333333
3R Hrb98DE FBgn0001215 FBtr0085300 1542 36 0.0153507058661544 239.83 3 4.89722337153818e-05 855.169999999998 18 0.0748700173310224 240.416666666667 3 0.00351048269137007 854.583333333332 0.0416076230788432 0.5
2R Hsc70-5 FBgn0001220 FBtr0087568 2922 67 0.0155120763443839 498.965666666665 9 0.000130551595306863 1559.03433333334 44 0.0880880880880884 499.499999999998 5 0.00320821302534487 1558.50000000001 0.0267947818307157 -0.182089552238806
3L Hsp26 FBgn0001225 FBtr0076496 958 26 0.0207253031073558 146.73 8 0.00151677540347236 477.270000000001 11 0.0746606334841629 147.333333333333 4 0.00839160839160838 476.666666666667 0.0328461592669101 0.153846153846154
3L Hsp27 FBgn0001226 FBtr0076454 1220 22 0.010529881844683 154.505035 11 0.00273913686170941 484.494890000001 8 0.058252427184466 154.5 6 0.0123839009287926 484.500000000001 -0.0311118556708105 0.333333333333333
3R Hsp68 FBgn0001230 FBtr0084589 2231 78 0.019741017206284 447.104333333332 9 0.000164273408216558 1457.89566666667 40 0.0895689494308642 446.583333333332 16 0.0109708016684761 1458.41666666667 0.100866294377517 0.711538461538462
3L Hsp83 FBgn0001233 FBtr0073040 2713 43 0.00479295531095763 474.795333333331 1 5.96694611079711e-06 1676.20466666667 20 0.0420831141504473 475.249999999998 3 0.00179024317469789 1675.75000000001 0.0395613980157408 0.844961240310077
X if FBgn0001250 FBtr0074357 5724 247 0.0392613619518507 997.444075500008 36 0.000564516743468918 3190.55592449998 56 0.0560981718006507 998.250000000008 10 0.00313504193118585 3189.74999999998 0.0387524738392447 0.183805668016194
3L ImpE1 FBgn0001253 FBtr0076606 6043 182 0.0222900350194726 1089.87818520017 250 0.00460651103232616 3758.11968479981 53 0.0486201360752233 1090.08333333334 39 0.0103780906974167 3757.91666666664 0.0046373751171675 -0.866723020569174
3L ImpL2 FBgn0001257 FBtr0073250 989 34 0.0210846744706855 191.921986666667 13 0.00122082337652092 609.078013333333 6 0.0311688311688311 192.5 1 0.00164338537387017 608.5 -0.00464739092050619 -1.29411764705882
3R janA FBgn0001280 FBtr0085596 679 19 0.0212485182710213 96.9395 10 0.00488582815393256 308.0605 4 0.0413080895008606 96.8333333333333 2 0.00648999459167118 308.166666666667 -0.0511710748940755 -0.0526315789473684
3R janB FBgn0001281 FBtr0085598 569 12 0.00861692086207324 97.4633333333333 8 0.000964389022828433 322.536666666667 10 0.103092783505155 97 6 0.0185758513931889 323 0.0520226105690059 -0.111111111111111
2R Khc FBgn0001308 FBtr0087184 3718 120 0.0204410015788778 668.709000000001 7 0.000179494458464265 2256.29100000001 35 0.0522908366533864 669.333333333334 3 0.00132998374464312 2255.66666666668 0.0160988323941744 0.319444444444444
3R knk FBgn0001321 FBtr0082194 2674 51 0.012631695303161 491.430499999999 21 0.000487046540114041 1575.5695 60 0.121724429416737 492.916666666665 5 0.00317645190322409 1574.08333333334 -0.0116942286004989 -3.94117647058824
3L knrl FBgn0001323 FBtr0078212 3909 28 0.00497898904845643 456.808349999998 15 0.000911196128382506 1484.19165 37 0.0808007279344863 457.916666666664 11 0.00741698038995334 1483.08333333334 -0.0706214974851304 -0.801948051948052
3L kto FBgn0001324 FBtr0074884 7740 78 0.00500717573980303 1720.75583333331 45 0.000498793635668166 5872.24416666673 202 0.117271407837447 1722.49999999997 21 0.00357720807426962 5870.50000000006 -0.0609906925308847 -4.54945054945055
X dlg1 FBgn0001624 FBtr0112812 6554 9 0.00023579704011961 656.8336625 7 3.94433628134783e-05 2076.16633750001 5 0.00761808024377856 656.333333333334 2 0.000963081861958262 2076.66666666668 -0.0310730318166275 -0.944444444444444
2L ifc FBgn0001941 FBtr0079179 1784 30 0.0124001706900714 232.494666666667 1 1.36931587977203e-05 730.505333333333 16 0.0688665710186513 232.333333333334 2 0.0041058394160584 730.666666666666 0.0551625868284401 0.733333333333333
2L eIF-4a FBgn0001942 FBtr0079175 1691 28 0.00426467391579671 283.1575 1 1.08041330268538e-05 925.842499999998 15 0.0529489630828062 283.291666666667 4 0.00432101543862808 925.708333333332 0.072922922458844 0.866071428571429
2L Pgant35A FBgn0001970 FBtr0080629 2160 114 0.03316968762542 463.393814106665 57 0.00121796739739046 1432.60617821334 40 0.0864864864864868 462.499999999999 5 0.00348796651552144 1433.5 0.00334744794092049 -3
2L esg FBgn0001981 FBtr0080734 2273 50 0.0286279587319799 329.000833333333 16 0.000454072904837233 1080.99916666666 22 0.0668354430379747 329.166666666667 9 0.00832690824980727 1080.83333333333 0.0951721067090225 0.217777777777778
2L wor FBgn0001983 FBtr0080740 2222 90 0.0391930021578363 365.361781333333 39 0.00169281621168148 1278.63821866667 17 0.0463320463320464 366.916666666666 7 0.00548123980424143 1277.08333333333 0.0643848010414369 -0.0523809523809524
2L Gli FBgn0001987 FBtr0080765 4095 176 0.0477908735922197 703.119355833334 42 0.000754270581148733 2164.88064416667 59 0.0838266635093535 703.833333333334 7 0.00323450134770888 2164.16666666667 0.0216145485543837 -1.01136363636364
2L Cyp303a1 FBgn0001992 FBtr0080828 1814 63 0.0322931254479779 345.161803333333 20 0.00153332861532055 1163.83795666667 28 0.0809638554216868 345.833333333333 5 0.00429861011606248 1163.16666666667 0.00508693273458168 -0.777777777777778
2L crp FBgn0001994 FBtr0080854 3537 63 0.0147169725739874 452.727499999999 5 0.000168314425428432 1440.2725 28 0.0618442849254557 452.749999999999 8 0.00555459121680263 1440.25 0.0711062711095138 0.722222222222222
3R sas FBgn0002306 FBtr0081570 5928 35 0.00298399743823251 1197.80458733334 41 0.000745273984096202 3881.19541266664 107 0.0891635707093501 1200.04166666667 55 0.0144368655674312 3878.9583333333 -0.0604929956890905 -1.27896103896104
3R dco FBgn0002413 FBtr0085742 2980 40 0.0144893194953399 324.2365 3 0.000144589272334127 995.763499999998 23 0.0710059171597633 323.916666666667 1 0.00100393206726345 996.083333333331 0.00406116645264932 -725
3R hyd FBgn0002431 FBtr0082090 9077 129 0.00597011654901775 2018.2456833333 52 0.000217221220629464 6636.75431666673 150 0.0742512993977406 2020.16666666664 33 0.00512446934110372 6634.8333333334 0.0294522380323112 -0.832276250880902
3L sti FBgn0002466 FBtr0332643 6084 246 0.026833590343801 1271.54427616667 142 0.00172433102556851 4302.4557238333 115 0.0904088050314464 1272 22 0.00511390051139009 4301.99999999997 -0.00684416268309984 -2.01736881005174
