chromosome geneName geneId transId transLenTrue Ps piS Ss_p Pn piN Sn_p Ds kS Ss_d Dn kN Sn_d DoS alphaMK
3L Lsp2 FBgn0002565 FBtr0089324 2304 95 0.0317519490354303 459.600754666665 28 0.000778335399716694 1643.39924533334 26 0.0565115015395764 460.083333333331 11 0.00669540958660915 1642.91666666667 0.0820019553424119 0.303349282296651
3L msl-3 FBgn0002775 FBtr0076926 1970 58 0.0218284446010538 360.463333333333 21 0.00114344133862123 1175.53666666667 21 0.058067861051904 361.645833333333 20 0.0178821692774397 1174.35416666667 0.185670821936917 0.619827586206896
3R mor FBgn0002783 FBtr0083238 3983 89 0.011609910022159 847.450202333338 35 0.000793927022065372 2779.54946766666 78 0.0919901719901715 847.916666666671 16 0.00575729407178628 2779.08333333333 -0.00510689070895109 -0.917134831460674
2R Pkc53E FBgn0003091 FBtr0087048 2696 93 0.0255593401401194 447.320666666665 9 0.00013605856338666 1589.67933333334 29 0.0648527767424527 447.166666666665 1 0.000628996750183455 1589.83333333334 0.00431062122019133 -1.80645161290323
3R pnr FBgn0003117 FBtr0083221 2720 68 0.0220946812111356 393.666357499999 29 0.000641461184919031 1226.3336425 30 0.0762873490146219 393.249999999999 8 0.00652528548123981 1226 0.0505824907104152 -0.599264705882353
3R pnt FBgn0003118 FBtr0089717 4074 88 0.0219913736334997 480.634402499998 38 0.00197138873283732 1673.3655975 28 0.0582726326742978 480.499999999998 10 0.00597550044816252 1673.5 0.0107377575571062 -0.209090909090909
2R Pu FBgn0003162 FBtr0071580 1793 35 0.013750587294579 233.547666666667 10 0.00130515332511601 738.452333333333 10 0.0428877769835596 233.166666666667 3 0.0040604556733589 738.833333333333 -0.000200150616670211 0.0476190476190477
2R sax FBgn0003317 FBtr0308825 2451 30 0.00309487965914314 413.435333333332 7 0.000150165154227806 1332.56466666667 31 0.0753036437246965 411.666666666666 8 0.00599550337247065 1334.33333333333 0.0274709851880296 0.0958333333333333
3R spn-E FBgn0003483 FBtr0083183 4678 87 0.00770572754914465 994.794650000008 68 0.00131669513973734 3307.20534999998 96 0.0986370308240714 993.541666666674 87 0.0269068463815584 3307.70833333331 0.0683863772625957 0.137534680935394
3R spz FBgn0003495 FBtr0085137 2128 26 0.018308359338555 215.33358 16 0.00065166381032373 762.666419999999 23 0.105747126436781 217.5 23 0.0315581854043393 760.499999999999 0.195469096451935 0.384615384615385
2R Egfr FBgn0003731 FBtr0071654 6124 302 0.0392505750262082 1014.87250000001 19 9.81522215151909e-05 3263.12749999998 70 0.0699277741300061 1015.33333333334 5 0.00183898651409891 3262.66666666665 0.0231300690196768 0.119205298013245
3R Ser FBgn0004197 FBtr0085128 5559 197 0.0198835324354203 1038.89033416667 58 0.000687378028347583 3182.10966583332 46 0.0443231090412716 1037.83333333334 9 0.00282737316089849 3183.16666666665 0.0265498319640699 -0.504794134235758
3L CrebA FBgn0004396 FBtr0075557 3189 16 0.00519617386975368 366.183738666666 18 0.000720894312151624 1181.81626133333 16 0.0436562073669851 366.499999999999 4 0.00338552687261955 1181.5 -0.0498644431478448 -3.5
2L me31B FBgn0004419 FBtr0079975 1699 27 0.00938620654523547 320841 0 0 1056159 10 0.0312256049960968 320.25 2 0.0018939393939394 1056 0.057184947100576 1
2L GlyP FBgn0004507 FBtr0077828 3144 111 0.019714279405782 586.905166666667 1 5.14264156199146e-06 1945.09483333334 29 0.0494037478705281 587 2 0.00102827763496144 1945.00000000001 0.0201285873879588 0.869369369369369
3R hh FBgn0004644 FBtr0100506 2370 70 0.0304323706976139 346.652173170666 22 0.000881552134352321 1066.34695008533 15 0.0463208685162847 345.416666666666 13 0.0121941686860002 1066.08333333333 0.180241678790166 0.637362637362637
X hop FBgn0004864 FBtr0073457 5055 181 0.0312956765949726 825.837963333336 19 0.000373520081172809 2705.16203666666 76 0.0917966784096625 827.91666666667 14 0.00517927058605914 2703.08333333333 0.0416133558361557 0.430149960536701
2L piwi FBgn0004872 FBtr0080166 3073 67 0.0153889105883141 602.234151666666 23 0.00171317396051023 1926.76584833334 60 0.101314878892734 602.083333333333 26 0.0140120226614193 1926.91666666667 0.0213249013025772 0.20780711825488
2R Ggamma1 FBgn0004921 FBtr0088645 2554 6 0.00391248797319379 47656 1 0.000194995719131831 162344 9 0.1875 48 1 0.00617283950617284 162 -0.0156007689955572 -0.5
X os FBgn0004956 FBtr0074581 2642 33 0.0059190923716388 303.143067104167 25 0.000807352296866949 935.856932895831 33 0.108641975308642 303.75 8 0.00855386260358195 935.249999999998 -0.0470388341743226 -2125
3L ple FBgn0005626 FBtr0076957 3124 80 0.0300907121890346 398.981833333332 10 0.000164945288229772 1338.01816666667 7 0.0175953079178886 397.833333333332 2 0.0014934660858743 1339.16666666667 0.0727862086931362 0.5625
X Cdc42 FBgn0010341 FBtr0074751 1392 18 0.00851505885670096 136654 0 0 436346 5 0.0365408038976858 136.833333333333 1 0.0022927015666794 436.166666666667 0.0590392636272111 1
3R Akt1 FBgn0010379 FBtr0083228 3649 32 0.00458885497216253 426.587999999999 8 0.000484420550788585 1406412 28 0.0678759508484495 427.249999999999 4 0.00284697508896797 1405 -0.0552294356677578 -0.75
3R pll FBgn0010441 FBtr0085179 1931 70 0.0187801420215339 357.102666666666 15 0.000235356172565474 1145.89733333333 43 0.120504437178889 356.833333333333 3 0.00261742038679657 1146.16666666667 0.00888170814792313 -2.07142857142857
2L Wnt4 FBgn0010453 FBtr0089291 3367 65 0.0259153756821167 377.327391999999 22 0.000375758080798055 1239.672608 19 0.0503756076005304 377.166666666666 2 0.00161312004301653 1239.83333333333 0.0167360678012874 -2.21538461538462
3R unc-45 FBgn0010812 FBtr0081788 3236 41 0.00637421745861757 675.585500000001 26 0.00049864588348098 2165.41450000001 82 0.121316730366169 675.916666666668 11 0.00508063584927446 2165.08333333334 -0.0323571173554733 -3.72727272727273
2L dia FBgn0011202 FBtr0305961 3797 42 0.00753440971189699 767.905166666671 12 0.000147755668445173 2526.09483333333 63 0.0819689905670601 768.583333333338 6 0.00237584557003795 2525.41666666666 0.00893464339264347 -2
2R ken FBgn0011236 FBtr0072129 3070 37 0.00749007749230971 410.991333333333 14 0.00063063099530993 1392.00866666667 27 0.0656136087484813 411.499999999999 3 0.00215594681997844 1391.5 -0.0458442292172127 -2.40540540540541
2L Dif FBgn0011274 FBtr0301577 4306 98 0.0202658549747844 703.999158333335 47 0.00100596281319164 2257.00084166667 61 0.086729857819905 703.333333333335 12 0.0057581573896353 2257.66666666667 0.0149675446430485 -1.43792517006803
2L Tig FBgn0011722 FBtr0079275 6929 414 0.0459941435286854 1448.81824676749 114 0.000929188737349538 5115.17214723251 127 0.0881745120551095 1451.66666666666 38 0.00782536396093838 5111.58333333334 0.0617120380337523 0.0797101449275363
3R E2f FBgn0011766 FBtr0084117 3150 109 0.0194147414705849 557.687999999999 33 0.00103865069107694 1857.31200000001 31 0.0554561717352416 558.999999999999 21 0.0113146551724137 1856.00000000001 0.118673728926358 0.55307994757536
2R Gp150 FBgn0013272 FBtr0071816 4190 122 0.0191214004864095 722.102658333337 46 0.000952085926687828 2505.89734166666 58 0.0818804753230978 720.562500000004 40 0.017553045603012 2506.6875 0.129100440948265 0.45327868852459
3L Bro FBgn0013755 FBtr0072760 744 29 0.0267491000299656 141.946333333333 16 0.000978422273227158 497.038666666667 8 0.056570418385386 141.416666666667 1 0.00200971361580974 497.583333333334 -0.000979957233351862 -3.41379310344828
2R Cdk5 FBgn0013762 FBtr0087350 1604 38 0.0265917451333115 214.5583375 3 4.49647557794632e-05 667.4416625 9 0.0418929402637703 214.833333333334 1 0.00149887584311766 667.166666666666 0.0328547487640912 0.289473684210526
3L Deaf1 FBgn0013799 FBtr0074882 2425 15 0.00416007557543146 399.812666666666 4 9.35338823959633e-05 1328.18733333333 25 0.0625521267723104 399.666666666666 2 0.00150564617314931 1328.33333333333 0.00151520672045188 -2.33333333333333
2R imd FBgn0013983 FBtr0086725 1320 13 0.00926374202069829 191.321256666667 14 0.0011075367621172 627.678743333333 13 0.068003487358326 191.166666666667 6 0.00955667640031856 627.833333333333 0.0164274665268801 -1.33333333333333
3R Rel FBgn0014018 FBtr0089338 3499 30 0.00524658308148069 657.098164000001 30 0.00107548865363581 2255.90183600001 61 0.0924125741699278 660.083333333335 105 0.048413961579746 2251.41666666667 0.173667877841069 0.419047619047619
3R cher FBgn0014141 FBtr0290014 8128 380 0.0275308801855948 1741.57999999998 54 0.000319908212849863 5455.42000000002 99 0.0568856540892556 1740.33333333331 1 0.000183262064752595 5456.66666666669 -0.00827526336183464 -13.0684210526316
2L gcm FBgn0014179 FBtr0079855 1911 75 0.0308405395199123 345.593986666666 38 0.00261252698323944 1166.40601333333 18 0.0521172638436483 345.374999999999 10 0.00943497373217541 1165875 0.0751887173036807 88
3R RhoL FBgn0014380 FBtr0305340 1205 7 0.00489548496955038 143.163333333333 2 4.01061478619577e-05 498.836666666667 3 0.0207612456747405 144.5 4 0.00804020100502512 497.5 0.271033717606124 0.785714285714286
3L Hr78 FBgn0015239 FBtr0078389 2266 7 0.00252625581209608 424.108666666666 7 0.000419800982469237 1378.89133333333 47 0.110501567398119 425.333333333333 7 0.00508105492378417 1377.66666666667 -0.0985355184636982 -5.71428571428571
2R Iap2 FBgn0015247 FBtr0087296 2106 58 0.0186082098864144 352.689833333333 24 0.00129745559971491 1141.31016666667 14 0.0397257034759991 352.416666666666 7 0.00613183444047011 1141.58333333333 0.0685346466912461 0.172413793103448
2L dsf FBgn0015381 FBtr0079145 3042 138 0.0408009515259093 517.375989333332 36 0.00218678097751894 1555.62401066667 32 0.061855670103093 517.333333333332 4 0.00257124491107777 1555.66666666667 -0.0109604006255863 -1.08695652173913
3R ksr FBgn0015402 FBtr0078766 3600 15 0.00182197700613162 700.685833333335 14 0.00012995736435144 2197.31416666667 61 0.0871117458050694 700.250000000002 10 0.00455010806506654 2197.75000000001 -0.0169386083158575 -4.69333333333333
3R mbc FBgn0015513 FBtr0304729 7465 282 0.0329566522800788 1363.34065833333 44 0.000316206607838647 4660.65934166665 105 0.0769606645492306 1364.33333333333 18 0.00386355912497542 4658.91666666665 0.0382985551716683 0.0898345153664303
3R alpha-Est7 FBgn0015575 FBtr0081550 2017 20 0.00552228308719557 395.262999999999 17 0.00100056040139493 1320737 48 0.121621621621622 394.666666666666 19 0.0143794147325933 1321.33333333333 -0.0476631017174938 -1.14736842105263
3R Rab7 FBgn0015795 FBtr0084503 1515 12 0.0111673320995512 140065 0 0 480.935000000001 10 0.0712589073634205 140.333333333333 1 0.00208044382801664 480.666666666667 0.0283673606899804 1
3L grim FBgn0015946 FBtr0075130 1699 13 0.0308568456050277 89.4046666666666 13 0.00265883051453039 324.595333333333 7 0.0777058279370953 90.0833333333333 4 0.0123488551582197 323.916666666667 0.0577952326383979 -0.75
2R wun FBgn0016078 FBtr0088552 2026 31 0.0130937381842822 269.158508666667 25 0.00325202036642454 867.841491333332 18 0.0671015843429636 268.25 9 0.0103597122302158 868.749999999999 -0.0652114434361675 -0.612903225806452
2R Nurf-38 FBgn0016687 FBtr0072343 1178 16 0.00608083343168921 229.313333333334 8 0.000183727835826763 784.686666666665 18 0.0786312340735346 228.916666666667 2 0.00254750026536462 785.083333333332 0.00205324953569808 -3.5
3R Stat92E FBgn0016917 FBtr0089486 3873 82 0.0176986753276912 519.319499999998 4 2.94180145494751e-05 1763.68050000001 31 0.0597686375321339 518.666666666665 5 0.00283393160778386 1764.33333333334 0.0436092141895343 0.697560975609756
3R Atu FBgn0019637 FBtr0078704 2351 10 0.00120298589621841 513.652499999998 10 0.000156050093782109 1661.21850000001 52 0.106606364076886 515.916666666664 28 0.0180577849117174 1661.33333333334 0.030027360499122 -0.857142857142857
X Dredd FBgn0020381 FBtr0114561 1689 1 0.000397920384040956 200476 0 0 651524 0 0 200.5 1 0.00153491941673062 651.5 1 1
2L Idgf3 FBgn0020414 FBtr0080862 1724 59 0.021486667857181 313.4775 26 0.00167514602832823 1009.5225 22 0.0700451048023348 314.083333333333 8 0.00792929710085076 1008.91666666666 0.0293674167077363 -0.211864406779661
2L emb FBgn0020497 FBtr0079663 4492 95 0.0178669701880632 707.922333333336 2 8.06270144237406e-06 2481.07766666667 36 0.0508384819064429 708.125000000003 5 0.00201541794729682 2480875 0.0376808088891896 0.848421052631579
2R Sin3A FBgn0022764 FBtr0087888 8074 1 7.61948359224901e-06 1312846 3 7.76074247720855e-05 4015.15399999996 0 0 1312.75 1 0.000249050494987861 4015.24999999996 0.0894023230278007 1
3R Cad96Ca FBgn0022800 FBtr0084874 2939 92 0.0186675160548121 564.233469666666 55 0.00163563833457932 1754.76653033334 34 0.0602302922940656 564.5 5 0.00284981476204046 1754.50000000001 -0.0353830890792119 -3.06521739130435
2R edl FBgn0023214 FBtr0086652 1454 28 0.0230185224570557 133.998833333333 8 0.00279311151595643 397.001166666667 12 0.0888340530536706 135.083333333333 4 0.0101031361818564 395.916666666667 -0.00609467185904487 0.142857142857143
2L chico FBgn0024248 FBtr0080088 3229 82 0.0132896310140446 649.214448 36 0.00171193016356452 2254.78555200001 50 0.0785572171234195 649.208333333333 26 0.0115309987988543 2254.79166666667 0.0138799489525727 0.155722326454034
2L p38b FBgn0024846 FBtr0080534 1821 38 0.0135042485161886 257.142666666667 4 9.94354805645671e-05 837.857333333331 25 0.0975609756097559 256.25 1 0.00119225037257824 838.749999999998 0.00476357469615978 -1.63157894736842
X Tak1 FBgn0026323 FBtr0077319 3391 79 0.0126146271725877 465.058640333331 25 0.000741942410787252 1568.94128466667 25 0.0537682588045527 464.958333333331 24 0.0152959609103221 1569.04166666667 0.165925587336618 0.670358649789029
2L Pten FBgn0026379 FBtr0089900 2125 34 0.00997872080748869 335.976666666666 13 0.000308443320281123 1206.02333333333 12 0.0356083086053413 337 19 0.0157676348547718 1205 0.276923645809893 0.758513931888545
3L Nc FBgn0026404 FBtr0076347 2015 68 0.0275481300608969 305.475017333333 23 0.00125755478755202 1044.52498266666 28 0.0949392988678216 305.458333333333 79 0.0785597381342064 1043.79166666666 0.409139913533886 0.8801191362621
2R Eb1 FBgn0027066 FBtr0300285 1891 13 0.0106152215138535 198.2335 4 0.000500257071873601 692.7665 14 0.0708263069139965 197.666666666667 3 0.00432692307692308 693.333333333333 0.0125692327364607 -0.435897435897436
3R Manf FBgn0027095 FBtr0083283 847 22 0.0214584020705595 111.822666666667 9 0.000951012546592733 407.177333333334 4 0.0357675111773473 111.833333333333 1 0.0024559967253377 407.166666666667 0.0218154862545426 -0.636363636363636
2L Stam FBgn0027363 FBtr0080143 2854 110 0.0272756638099206 494.767802833332 74 0.00244956724189946 1572.23219716667 34 0.0686175580222 495.499999999998 1 0.000636334712058541 1571.5 -0.0732185718560522 -21.8727272727273
2L Cdk5alpha FBgn0027491 FBtr0080063 1858 55 0.0146228801770136 304.0250125 7 0.000183691044688243 1111.9749875 15 0.0493150684931506 304.166666666667 2 0.001798830760006 1111.83333333333 0.0227865463226357 0.0454545454545455
3L drpr FBgn0027594 FBtr0334080 4757 2 0.000494972822153908 655.632380000001 6 0.000241947233209286 2272.31962 0 0 656.333333333334 2 0.000880410858400585 2271.66666666667 0.671677773662923 1
X Ulp1 FBgn0027603 FBtr0074693 5498 87 0.00629325023169684 1018.52516666667 69 0.000917927172552513 3520.47483333331 118 0.118826346333346 1026.70833333334 313 0.0937210682492587 3510.41666666665 0.313649660571157 0.701002533876832
2L heix FBgn0028375 FBtr0080852 3130 31 0.0174190083959988 280.739176 10 0.000412630811548683 796.228351999999 15 0.0533807829181494 281 4 0.00502512562814071 795.999999999999 0.0628975923009595 -0.209677419354839
2L He FBgn0028430 FBtr0080616 673 12 0.00930388172391326 109.763964666667 26 0.00680390565635357 358.229987333333 13 0.117735849056604 110.416666666667 31 0.0866930785364717 357.583333333333 0.00167589161162279 0.0913978494623656
2L CG4793 FBgn0028514 FBtr0300612 2832 35 0.00189357258366578 655.696834166667 38 0.00100237635136869 2074.30316583334 48 0.0747330960854092 655.666666666667 102 0.0511192380339989 2073.58333333334 0.0600537325817422 0.489075630252101
2R CG5033 FBgn0028744 FBtr0089550 2514 78 0.0200173706306254 532.923422999999 40 0.00133374631604577 1819.07657700001 23 0.043044291952589 534.333333333332 5 0.00275077938749311 1817.66666666667 -0.00240013610377883 -1.35897435897436
2L Spn27A FBgn0028990 FBtr0079321 1569 44 0.0129754332126623 320.714333333333 13 0.000459393089269094 1020.28566666666 30 0.0935794125292435 320.583333333333 7 0.00685994283380974 1020.41666666666 0.0341051550669485 -0.266233766233766
3L Tollo FBgn0029114 FBtr0075607 7214 131 0.0245040695333571 948.197833333341 35 0.000686471455517657 3089.80216666665 58 0.0611706802601507 948.166666666674 5 0.00161821025945305 3089.83333333332 -0.00147892123852444 -2.09923664122137
X CG1572 FBgn0030309 FBtr0073543 976 18 0.0134404146246704 129238 1 2.85161118395169e-05 350762 8 0.062015503875969 129 2 0.00569800569800569 351 0.082031550875235 0.777777777777778
X CG9512 FBgn0030593 FBtr0073979 2113 119 0.0399985376551245 440.339349999999 15 0.000505263158799164 1428.66065 33 0.0749290444654684 440.416666666666 3 0.00209998250014583 1428.58333333333 0.0147877600076879 -0.386554621848739
X PGRP-LE FBgn0030695 FBtr0074183 1398 37 0.0141222367237589 230.066333333334 15 0.000495781696645855 804.933666666666 23 0.10003624501631 229.916666666667 5 0.0062105372114688 805.083333333333 0.0245380915300127 -0.864864864864865
X upd2 FBgn0030904 FBtr0300182 1980 42 0.0156440492517104 268.634833333334 10 0.00045171510350185 841.365166666665 20 0.0744878957169458 268.500000000001 8 0.00950683303624482 841.499999999998 0.0851194644123719 0.404761904761905
X wgn FBgn0030941 FBtr0074617 2415 49 0.0251691418128674 258.139833333334 17 0.000992610090900555 770.860166666666 18 0.0698125404007756 257.833333333334 2 0.00259347309271667 771.166666666666 -0.00212279343379182 -2.12244897959184
X Pvf1 FBgn0030964 FBtr0074640 1896 57 0.0268466460524347 241.683025 15 0.00033129556153924 733.316974999999 14 0.066206896551724 241.666666666667 15 0.0218405187123194 732.583333333332 0.23586418917812 0.754385964912281
X CG14619 FBgn0031187 FBtr0077349 4711 45 0.00951587028323271 673.977000000002 38 0.00210446489092011 2140.02300000001 36 0.0533530937384215 674.750000000002 37 0.01729578123174 2139.25000000001 0.0637113480046821 0.178378378378378
2L Hrs FBgn0031450 FBtr0089750 2714 153 0.0358856701664984 513.636946999998 58 0.00183750671554592 1766.36297800001 28 0.054678600488202 512.083333333331 5 0.002828187603111 1767.91666666667 0.000469779975867862 -1.12287581699346
2L daw FBgn0031461 FBtr0077720 2819 136 0.057876021404411 393.059401291666 42 0.00213420497212598 1364.94059870833 28 0.0713224368499258 392.583333333333 7 0.00512664021971315 1365.41666666667 0.0314955222855148 -0.235294117647059
2L Pvf2 FBgn0031888 FBtr0079423 2102 68 0.0323419731184847 280.020999166667 30 0.0026571192620922 934.979000833331 13 0.046201688138605 281375 15 0.0171375016735842 933.624999999998 0.194647450202777 0.617647058823529
2L r2d2 FBgn0031951 FBtr0079489 1786 27 0.00731284416287594 210.449004166667 14 0.00349007147116708 722.550995833333 17 0.100278551532033 209.416666666667 60 0.0829206495450882 723.583333333333 0.129558058200059 0.853086419753086
2L spz3 FBgn0031959 FBtr0079561 2552 83 0.0255769154097994 423.778540333332 41 0.00106793880709282 1409.22145966667 16 0.0376766091051806 424.666666666666 2 0.00142011834319526 1408.33333333334 -0.00375728740648713 -2.95180722891566
2L Pvr FBgn0032006 FBtr0302148 5627 277 0.0329091546790832 1126.39894105 82 0.00105145000409723 3604.60104709997 76 0.0676056338028167 1124.16666666667 33 0.00914929993992891 3606.83333333331 0.0882405830310118 0.318236516792474
2L CYLD FBgn0032210 FBtr0080070 2095 63 0.018496649318868 434.793722999999 28 0.00129639293908226 1482.206277 24 0.0551935607512458 434.833333333332 6 0.00404812774091982 1482.16666666667 0.0028350099226204 -0.777777777777778
2L spz4 FBgn0032362 FBtr0305261 2954 87 0.0344664389904639 440.070515666665 66 0.00369975881497326 1350.92916933334 34 0.0775886659693831 438.208333333332 26 0.0192195152000492 1352.79166666667 0.101593828551289 0.00795755968169765
2L Prosalpha6T FBgn0032492 FBtr0080448 1020 40 0.0254291532712967 204.4135 17 0.001125952323402 662.586499999999 25 0.122599100939926 203.916666666667 15 0.022621591051904 663.083333333333 0.113373286053887 0.291666666666667
2L fon FBgn0032773 FBtr0081222 2276 50 0.0166547640558859 430.522220666665 37 0.00261412843315003 1300.47777933333 36 0.0832209593527261 432.583333333332 20 0.0161735447018805 1298.41666666667 0.0270549808520759 -332
2R Myd88 FBgn0033402 FBtr0088598 2758 37 0.014919479966662 374.472769166666 25 0.000493247220143239 1236.52723083333 32 0.0853523005112249 374.916666666666 1 0.000809006943976268 1236.08333333333 -0.0226131460205319 -20.6216216216216
2R Mmp2 FBgn0033438 FBtr0088501 4156 46 0.00815235668814271 530.871786999998 32 0.00128586948394187 1743.128213 44 0.0881594372801879 533.124999999998 42 0.0241570206341217 1738625 0.0788393840344544 0.271221532091097
2R SP2353 FBgn0034070 FBtr0087209 5514 184 0.0224240456169972 950.578595833341 96 0.00165226979411163 3132.38840416665 66 0.0713395842895542 953.187500000008 38 0.0131139675749156 3126.43749999998 0.0866538812427955 0.093821510297483
2R Gbp FBgn0034199 FBtr0086986 453 11 0.0207580539879986 88.9905 15 0.00590837180122088 265.0095 4 0.0452830188679245 88.3333333333333 6 0.0225846925972397 265.666666666667 0.111209275827477 0.0909090909090909
2R CG10764 FBgn0034221 FBtr0086919 1700 23 0.00523465493088625 370.547646666666 35 0.00282809901762963 1198.43735333333 38 0.122206506364922 368.229166666666 150 0.130323546304193 1197.02083333333 0.16531051049471 0.614492753623188
2R Atg7 FBgn0034366 FBtr0086712 2395 89 0.0257862504048891 469.986754666665 74 0.00436350337346252 1582.12708033334 65 0.137857900318134 471.499999999999 20 0.012654223347042 1580.5 -0.060653216416094 -1.70224719101124
2R Toll-7 FBgn0034476 FBtr0086336 6396 193 0.0245511807297745 1070.11050833334 36 0.000604569803974941 3267.88949166665 58 0.0552348260259009 1068.16666666667 3 0.00122330394005811 3269.83333333331 -0.00236561153896167 -2.60621761658031
2R Mgat1 FBgn0034521 FBtr0086259 2822 67 0.0294152097644692 330.285325 14 0.000685659530444464 1043.714675 22 0.0663983903420523 331.333333333333 3 0.00287723785166241 1042.66666666666 0.0187544618009723 -0.532338308457712
2R RYBP FBgn0034763 FBtr0071868 2064 15 0.0159674902436952 108806 1 0.000149220598178365 341194 3 0.0275019098548511 109.083333333333 1 0.00293326814959667 340.916666666667 0.0871188084296609 0.8
2R CG13559 FBgn0034870 FBtr0072057 870 17 0.0224551766471137 80.925645 19 0.00771453262514282 261.074355 9 0.109311740890688 82.3333333333333 6 0.0231065468549422 259.666666666667 -0.0812079286432563 -0.676470588235294
2R enok FBgn0034975 FBtr0072250 7137 233 0.0212581416852919 1529.03318133332 102 0.00144994114463806 5343.96681866668 113 0.07377383640271 1531.70833333332 41 0.00767604590025819 5341.29166666668 0.0303912423179779 -0.206531979482885
